91320,4091.7969,539.9858
3444141,2.3754,3793.9453,9012.2217
3444178,2.2698,3828.1250,8689.2617
3444216,2.2698,3837.8906,8711.4277
3444253,2.4546,3798.8281,9324.6152
3444291,2.2698,3789.0625,8600.5957
3444328,2.2962,3803.7109,8734.2393
3444366,2.3226,3833.0078,8902.6787
3444403,2.3490,3833.0078,9003.8457
3444441,2.3490,3818.3594,8969.4365
3444477,2.1643,3808.5938,8242.8398
3444515,2.2962,3803.7109,8734.2393
3444553,2.2962,3803.7109,8734.2393
3444590,2.2171,3842.7734,8519.6621
3444628,2.2435,3828.1250,8588.2236
3444665,2.2435,3808.5938,8544.4063
3444703,2.2435,3803.7109,8533.4521
3444740,2.3754,3798.8281,9023.8213
3444777,2.2698,3833.0078,8700.3447
3444815,2.1643,3823.2422,8274.5430
3444852,2.1379,3657.2266,7818.7119
3444890,2.2171,3813.4766,8454.7090
3444927,2.3226,3779.2969,8777.9277
3444965,2.4018,3813.4766,9159.2686
3445002,2.3754,3813.4766,9058.6172
3445040,2.2962,3803.7109,8734.2393
3445076,2.4546,3857.4219,9468.4395
3445114,2.2962,3798.8281,8723.0273
3445152,2.2435,3803.7109,8533.4521
3445189,2.1643,3847.6563,8327.3818
3445227,2.4018,3793.9453,9112.3584
3445264,2.3754,3808.5938,9047.0186
3445302,2.3490,3789.0625,8900.6172
3445339,2.2435,3789.0625,8500.5889
3445377,2.1643,3833.0078,8295.6777
3445414,2.2435,3833.0078,8599.1787
3445451,2.3226,3818.3594,8868.6563
3445489,2.0059,3808.5938,7639.7041
3445526,2.1115,3798.8281,8021.1738
3445564,2.2698,3828.1250,8689.2617
3445601,2.3490,3833.0078,9003.8457
3445639,2.1907,3833.0078,8396.8447
3445676,2.0587,3833.0078,7891.0107
3445713,2.1115,3803.7109,8031.4839
3445751,2.1643,3789.0625,8200.5684
3445788,2.2698,3818.3594,8667.0947
3445826,2.2962,3823.2422,8779.0879
3445863,2.2962,3798.8281,8723.0273
3445901,2.3490,3769.5313,8854.7373
3445938,2.3490,3793.9453,8912.0869
3445976,2.2962,3833.0078,8801.5117
3446013,2.1379,3847.6563,8225.8281
3446050,2.1907,3837.8906,8407.5410
3446088,2.1907,3813.4766,8354.0576
3446125,2.1907,3813.4766,8354.0576
3446163,2.2698,3813.4766,8656.0117
3446200,2.2435,3828.1250,8588.2236
3446238,2.3490,3837.8906,9015.3154
3446275,2.3490,3784.1797,8889.1475
3446312,2.2435,3779.2969,8478.6807
3446350,2.1907,3813.4766,8354.0576
3446387,2.0851,3857.4219,8043.0835
3446425,2.0851,3847.6563,8022.7212
3446462,2.1115,3818.3594,8062.4141
3446500,2.2171,3793.9453,8411.4072
3446537,2.1907,3793.9453,8311.2715
3446575,2.1907,3828.1250,8386.1475
3446612,2.1907,3842.7734,8418.2373
3446649,2.2171,3808.5938,8443.8838
3446687,2.2171,3808.5938,8443.8838
3446724,2.2962,3798.8281,8723.0273
3446762,2.3490,3803.7109,8935.0264
3446799,2.4546,3808.5938,9348.5859
3446837,2.4018,3813.4766,9159.2686
3446874,2.4018,3798.8281,9124.0859
3446912,2.3754,3769.5313,8954.2285
3446949,2.2698,3793.9453,8611.6787
3446986,2.3226,3813.4766,8857.3145
3447024,2.2435,3818.3594,8566.3154
3447061,2.2962,3808.5938,8745.4512
3447099,2.2962,3808.5938,8745.4512
3447136,2.0587,3828.1250,7880.9585
3447174,2.0587,3857.4219,7941.2720
3447212,2.1643,3837.8906,8306.2461
3447248,2.1379,3828.1250,8184.0723
3447286,2.0587,3808.5938,7840.7495
3447323,2.1115,3823.2422,8072.7241
3447361,2.2962,3818.3594,8767.8750
3447398,2.3226,3818.3594,8868.6563
3447436,2.2435,3789.0625,8500.5889
3447473,2.3754,3793.9453,9012.2217
3447511,2.4282,3779.2969,9176.9248
3447548,2.4810,3774.4141,9364.3086
3447585,2.3754,3813.4766,9058.6172
3447623,2.2698,3803.7109,8633.8447
3447660,2.2171,3803.7109,8433.0586
3447698,2.0851,3813.4766,7951.4531
3447735,2.1643,3959.9609,8570.4395
3447773,2.2171,3842.7734,8519.6621
3447811,2.1115,3837.8906,8103.6538
3447847,2.1115,3823.2422,8072.7241
3447885,2.3754,3793.9453,9012.2217
3447922,2.4018,3808.5938,9147.5410
3447960,2.1907,3842.7734,8418.2373
3447997,2.2962,3828.1250,8790.2998
3448035,2.2171,3823.2422,8476.3604
3448072,2.2698,3803.7109,8633.8447
3448110,2.2698,3808.5938,8644.9287
3448147,2.2171,3837.8906,8508.8369
3448184,2.1115,3837.8906,8103.6538
3448222,2.1643,3852.5391,8337.9492
3448259,2.2435,3798.8281,8522.4980
3448297,2.2962,3808.5938,8745.4512
3448334,2.1379,3833.0078,8194.5107
3448372,2.1643,3852.5391,8337.9492
3448410,2.3490,3823.2422,8980.9063
3448446,2.3226,3798.8281,8823.2920
3448484,2.2962,3784.1797,8689.3906
3448521,2.3490,3789.0625,8900.6172
3448559,2.3490,3803.7109,8935.0264
3448596,2.3490,3769.5313,8854.7373
3448634,2.2962,3779.2969,8678.1787
3448671,2.2435,3798.8281,8522.4980
3448709,2.2171,3818.3594,8465.5352
3448747,2.3490,3828.1250,8992.3760
3448783,2.3754,3803.7109,9035.4199
3448821,2.3754,3798.8281,9023.8213
3448858,2.2171,3789.0625,8400.5820
3448896,2.1643,3789.0625,8200.5684
3448933,2.1907,3837.8906,8407.5410
3448971,2.2171,3837.8906,8508.8369
3449009,2.2171,3798.8281,8422.2334
3449046,2.1907,3803.7109,8332.6650
3449083,2.2698,3808.5938,8644.9287
3449120,2.2962,3676.7578,8442.7236
3449158,2.3226,3828.1250,8891.3379
3449195,2.2698,3808.5938,8644.9287
3449233,2.1643,3798.8281,8221.7041
3449270,2.4282,3789.0625,9200.6377
3449308,2.3754,3828.1250,9093.4131
3449346,2.3226,3828.1250,8891.3379
3449382,2.0587,3823.2422,7870.9063
3449420,2.1115,3818.3594,8062.4141
3449457,2.2962,3808.5938,8745.4512
3449495,2.2435,3823.2422,8577.2695
3449532,2.2171,3833.0078,8498.0117
3449570,2.0587,3842.7734,7911.1152
3449608,2.1379,3808.5938,8142.3169
3449645,2.2435,3774.4141,8467.7256
3449682,2.2435,3808.5938,8544.4063
3449719,2.3490,3828.1250,8992.3760
3449757,2.2171,3833.0078,8498.0117
3449794,2.2962,3793.9453,8711.8145
3449832,2.2698,3789.0625,8600.5957
3449869,2.3226,3789.0625,8800.6094
3449907,2.2698,3818.3594,8667.0947
3449945,2.2698,3803.7109,8633.8447
3449981,2.3754,3803.7109,9035.4199
3450019,2.2962,3769.5313,8655.7539
3450056,2.2698,3823.2422,8678.1777
3450094,2.1907,3833.0078,8396.8447
3450131,2.3754,3833.0078,9105.0117
3450169,2.2962,3789.0625,8700.6025
3450207,2.2171,3789.0625,8400.5820
3450244,2.1115,3808.5938,8041.7939
3450281,2.0851,3847.6563,8022.7212
3450318,2.2171,3852.5391,8541.3135
3450356,2.1643,3833.0078,8295.6777
3450393,2.1115,3750.0000,7918.0742
3450431,2.1907,3789.0625,8300.5752
3450468,2.2698,3818.3594,8667.0947
3450506,2.2962,3881.8359,8913.6328
3450544,2.3490,3828.1250,8992.3760
3450580,2.1907,3818.3594,8364.7549
3450618,2.2171,3789.0625,8400.5820
3450655,2.1907,3823.2422,8375.4512
3450693,2.1907,3833.0078,8396.8447
3450730,2.3490,3818.3594,8969.4365
3450768,2.2171,3803.7109,8433.0586
3450806,2.3226,3793.9453,8811.9512
3450843,2.4546,3779.2969,9276.6729
3450881,2.2435,3779.2969,8478.6807
3450917,2.2171,3833.0078,8498.0117
3450955,2.0851,3837.8906,8002.3589
3450992,2.0851,3808.5938,7941.2725
3451030,2.0851,3818.3594,7961.6343
3451067,2.1643,3828.1250,8285.1104
3451105,2.1115,3808.5938,8041.7939
3451143,2.1907,3823.2422,8375.4512
3451180,2.2698,3803.7109,8633.8447
3451217,2.3490,3793.9453,8912.0869
3451254,2.3754,3793.9453,9012.2217
3451292,2.2698,3847.6563,8733.5947
3451329,2.4282,3823.2422,9283.6328
3451367,2.3754,3793.9453,9012.2217
3451405,2.3226,3793.9453,8811.9512
3451442,2.1643,3823.2422,8274.5430
3451480,2.0851,3847.6563,8022.7212
3451516,2.1379,3784.1797,8090.1226
3451554,2.2171,3823.2422,8476.3604
3451591,2.3226,3803.7109,8834.6328
3451629,2.2171,3813.4766,8454.7090
3451666,2.1379,3818.3594,8163.1943
3451704,2.1115,3847.6563,8124.2739
3451742,2.2435,3833.0078,8599.1787
3451779,2.1643,3769.5313,8158.2974
3451816,2.1643,3789.0625,8200.5684
3451853,2.2962,3818.3594,8767.8750
3451891,2.2962,3818.3594,8767.8750
3451928,2.3226,3808.5938,8845.9736
3451966,2.3490,3876.9531,9107.0742
3452004,2.2171,3789.0625,8400.5820
3452041,2.3226,3808.5938,8845.9736
3452079,2.2962,3823.2422,8779.0879
3452115,2.3754,3813.4766,9058.6172
3452153,2.0851,3833.0078,7992.1777
3452190,2.2962,3808.5938,8745.4512
3452228,2.2698,3803.7109,8633.8447
3452265,2.1907,3813.4766,8354.0576
3452303,2.1643,3852.5391,8337.9492
3452341,1.9795,3852.5391,7626.1724
3452378,2.0851,3823.2422,7971.8154
3452416,2.1643,3803.7109,8232.2715
3452452,2.3754,3823.2422,9081.8145
3452490,2.2435,3813.4766,8555.3613
3452527,2.2698,3823.2422,8678.1777
3452565,2.5866,3774.4141,9762.7900
3452603,2.4018,3833.0078,9206.1787
3452640,2.4018,3793.9453,9112.3584
3452678,2.3490,3833.0078,9003.8457
3452715,2.2962,3808.5938,8745.4512
3452752,2.3490,3803.7109,8935.0264
3452789,2.2962,3789.0625,8700.6025
3452827,2.2962,3813.4766,8756.6631
3452864,2.1907,3837.8906,8407.5410
3452902,2.2698,3828.1250,8689.2617
3452940,2.2171,3808.5938,8443.8838
3452977,2.2171,3798.8281,8422.2334
3453015,2.0851,3823.2422,7971.8154
3453051,2.1907,3823.2422,8375.4512
3453089,2.2171,3842.7734,8519.6621
3453126,2.3226,3818.3594,8868.6563
3453164,2.2698,3808.5938,8644.9287
3453202,2.3226,3779.2969,8777.9277
3453239,2.2171,3803.7109,8433.0586
3453277,2.4282,3652.3438,8868.6563
3453314,2.1907,3823.2422,8375.4512
3453351,2.1643,3813.4766,8253.4072
3453388,2.0851,3803.7109,7931.0913
3453426,2.2698,3784.1797,8589.5117
3453463,2.2698,3818.3594,8667.0947
3453501,2.3226,3837.8906,8914.0195
3453539,2.2962,3808.5938,8745.4512
3453576,2.3226,3793.9453,8811.9512
3453614,2.3226,3784.1797,8789.2686
3453650,2.3754,3798.8281,9023.8213
3453688,2.1643,3828.1250,8285.1104
3453725,2.1379,3833.0078,8194.5107
3453763,2.1643,3823.2422,8274.5430
3453801,2.3226,3808.5938,8845.9736
3453838,2.2171,3803.7109,8433.0586
3453876,2.2435,3833.0078,8599.1787
3453913,2.2435,3833.0078,8599.1787
3453950,2.2698,3813.4766,8656.0117
3453987,2.2962,3784.1797,8689.3906
3454025,2.2962,3798.8281,8723.0273
3454062,2.3490,3793.9453,8912.0869
3454100,2.2962,3828.1250,8790.2998
3454138,2.3226,3813.4766,8857.3145
3454175,2.1643,3833.0078,8295.6777
3454213,2.1115,3784.1797,7990.2441
3454249,2.1379,3828.1250,8184.0723
3454287,2.1907,3818.3594,8364.7549
3454324,2.1643,3813.4766,8253.4072
3454362,2.2698,3808.5938,8644.9287
3454400,2.1643,3808.5938,8242.8398
3454437,2.3490,3793.9453,8912.0869
3454475,2.2698,3813.4766,8656.0117
3454512,2.2962,3813.4766,8756.6631
3454550,2.1643,3818.3594,8263.9746
3454586,2.2698,3808.5938,8644.9287
3454624,2.3490,3789.0625,8900.6172
3454661,2.2962,3803.7109,8734.2393
3454699,2.3226,3833.0078,8902.6787
3454737,2.3490,3818.3594,8969.4365
3454774,2.3490,3789.0625,8900.6172
3454812,2.1643,3803.7109,8232.2715
3454849,2.3490,3808.5938,8946.4961
3454886,2.1379,3828.1250,8184.0723
3454923,2.1643,3842.7734,8316.8135
3454961,2.1907,3833.0078,8396.8447
3454999,2.2171,3808.5938,8443.8838
3455036,2.2435,3813.4766,8555.3613
3455074,2.1643,3833.0078,8295.6777
3455111,2.2171,3842.7734,8519.6621
3455149,2.3226,3813.4766,8857.3145
3455185,2.4282,3784.1797,9188.7813
3455223,2.4282,3764.6484,9141.3555
3455260,2.3226,3808.5938,8845.9736
3455298,2.3226,3803.7109,8834.6328
3455336,2.4282,3793.9453,9212.4941
3455373,2.3226,3808.5938,8845.9736
3455411,2.1115,3818.3594,8062.4141
3455448,2.2962,3798.8281,8723.0273
3455485,2.1115,3837.8906,8103.6538
3455522,2.2171,3828.1250,8487.1855
3455560,2.1115,3784.1797,7990.2441
3455598,2.2435,3798.8281,8522.4980
3455635,2.3226,3774.4141,8766.5869
3455673,2.3226,3808.5938,8845.9736
3455710,2.2962,3833.0078,8801.5117
3455748,2.1115,3833.0078,8093.3442
3455784,2.1907,3798.8281,8321.9678
3455822,2.2698,3793.9453,8611.6787
3455859,2.3490,3813.4766,8957.9668
3455897,2.2435,3876.9531,8697.7676
3455935,2.2698,3818.3594,8667.0947
3455972,2.2171,3803.7109,8433.0586
3456010,2.3490,3793.9453,8912.0869
3456047,2.2435,3798.8281,8522.4980
3456084,2.2435,3828.1250,8588.2236
3456121,2.1907,3828.1250,8386.1475
3456159,2.2435,3920.8984,8796.3574
3456197,2.2698,3779.2969,8578.4287
3456234,2.2171,3803.7109,8433.0586
3456272,2.2435,3833.0078,8599.1787
3456309,2.1115,3852.5391,8134.5840
3456347,2.0851,3833.0078,7992.1777
3456384,2.2698,3808.5938,8644.9287
3456421,2.2435,3774.4141,8467.7256
3456458,2.3226,3808.5938,8845.9736
3456496,2.3490,3818.3594,8969.4365
3456534,2.2962,3798.8281,8723.0273
3456571,2.4018,3774.4141,9065.4473
3456609,2.2962,3798.8281,8723.0273
3456646,2.2171,3823.2422,8476.3604
3456684,2.1379,3828.1250,8184.0723
3456720,2.1907,3828.1250,8386.1475
3456758,2.1907,3818.3594,8364.7549
3456796,2.1115,3803.7109,8031.4839
3456833,2.1115,3828.1250,8083.0342
3456871,2.1907,3803.7109,8332.6650
3456908,2.1115,3828.1250,8083.0342
3456946,2.1379,3823.2422,8173.6333
3456983,2.1115,3813.4766,8052.1040
3457020,2.1115,3793.9453,8010.8643
3457057,2.3226,3823.2422,8879.9971
3457095,2.4018,3813.4766,9159.2686
3457133,2.3490,3789.0625,8900.6172
3457170,2.4282,3798.8281,9224.3506
3457208,2.4546,3764.6484,9240.7168
3457245,2.4282,3793.9453,9212.4941
3457283,2.3754,3808.5938,9047.0186
3457319,2.1907,3784.1797,8289.8779
3457357,2.2171,3798.8281,8422.2334
3457395,2.0587,3808.5938,7840.7495
3457432,2.1643,3818.3594,8263.9746
3457470,2.1907,3842.7734,8418.2373
3457507,2.1379,3847.6563,8225.8281
3457545,2.1115,3891.6016,8217.0635
3457582,2.2962,3789.0625,8700.6025
3457619,2.3754,3774.4141,8965.8271
3457656,2.2962,3813.4766,8756.6631
3457694,2.4018,3798.8281,9124.0859
3457732,2.2962,3808.5938,8745.4512
3457769,2.4018,3793.9453,9112.3584
3457807,2.1907,3798.8281,8321.9678
3457844,2.2435,3798.8281,8522.4980
3457882,2.4018,3803.7109,9135.8135
3457918,2.1907,3808.5938,8343.3613
3457956,2.2962,3808.5938,8745.4512
3457994,2.2435,3808.5938,8544.4063
3458031,2.1115,3803.7109,8031.4839
3458069,2.1115,3823.2422,8072.7241
3458106,2.2698,3828.1250,8689.2617
3458144,2.4546,3803.7109,9336.6006
3458181,2.3754,3784.1797,8989.0244
3458219,2.2962,3779.2969,8678.1787
3458255,2.2435,3798.8281,8522.4980
3458293,2.4282,3828.1250,9295.4893
3458331,2.0587,3842.7734,7911.1152
3458368,2.1379,3803.7109,8131.8779
3458406,2.2962,3793.9453,8711.8145
3458443,2.3754,3803.7109,9035.4199
3458481,2.3226,3798.8281,8823.2920
3458518,2.2698,3837.8906,8711.4277
3458555,2.3226,3813.4766,8857.3145
3458593,2.2698,3798.8281,8622.7617
3458630,2.2962,3784.1797,8689.3906
3458668,2.2435,3818.3594,8566.3154
3458705,2.1643,3828.1250,8285.1104
3458743,2.2171,3823.2422,8476.3604
3458780,2.4018,3808.5938,9147.5410
3458818,2.1643,3901.3672,8443.6270
3458854,2.2171,3779.2969,8378.9307
3458892,2.2698,3828.1250,8689.2617
3458930,2.3226,3818.3594,8868.6563
3458967,2.2698,3808.5938,8644.9287
3459005,2.1643,3808.5938,8242.8398
3459042,2.2698,3735.3516,8478.6797
3459080,2.2698,3798.8281,8622.7617
3459117,2.3754,3818.3594,9070.2158
3459154,2.2698,3818.3594,8667.0947
3459192,2.2698,3813.4766,8656.0117
3459229,2.2698,3784.1797,8589.5117
3459267,2.3226,3784.1797,8789.2686
3459304,2.3226,3823.2422,8879.9971
3459342,2.2962,3798.8281,8723.0273
3459379,2.1907,3803.7109,8332.6650
3459417,2.4018,3769.5313,9053.7197
3459453,2.3490,3793.9453,8912.0869
3459491,2.4018,3818.3594,9170.9961
3459529,2.1643,3862.3047,8359.0850
3459566,2.1379,3823.2422,8173.6333
3459604,2.2698,3793.9453,8611.6787
3459641,2.1643,3798.8281,8221.7041
3459679,2.2171,3803.7109,8433.0586
3459716,2.1643,3876.9531,8390.7881
3459753,2.1643,3837.8906,8306.2461
3459791,2.2698,3808.5938,8644.9287
3459828,2.4282,3793.9453,9212.4941
3459866,2.4546,3779.2969,9276.6729
3459903,2.2962,3828.1250,8790.2998
3459941,2.4018,3750.0000,9006.8096
3459978,2.4018,3793.9453,9112.3584
3460016,2.4546,3784.1797,9288.6582
3460052,2.3754,3789.0625,9000.6230
3460090,2.1379,3818.3594,8163.1943
3460128,2.2171,3837.8906,8508.8369
3460165,2.1907,3833.0078,8396.8447
3460203,2.1379,3769.5313,8058.8057
3460240,2.1643,3789.0625,8200.5684
3460278,2.2962,3798.8281,8723.0273
3460315,2.2698,3803.7109,8633.8447
3460353,2.2435,3818.3594,8566.3154
3460390,2.2171,3823.2422,8476.3604
3460427,2.2435,3789.0625,8500.5889
3460465,2.2962,3867.1875,8879.9961
3460502,2.2171,3828.1250,8487.1855
3460540,2.1643,3852.5391,8337.9492
3460577,2.0851,3828.1250,7981.9966
3460615,2.1907,3803.7109,8332.6650
3460652,2.1907,3784.1797,8289.8779
3460689,2.2171,3813.4766,8454.7090
3460727,2.1907,3818.3594,8364.7549
3460764,2.2698,3818.3594,8667.0947
3460802,2.3490,3813.4766,8957.9668
3460839,2.5602,3779.2969,9675.6699
3460877,2.5074,3769.5313,9451.6855
3460914,2.2435,3823.2422,8577.2695
3460952,2.1115,3837.8906,8103.6538
3460989,2.2698,3813.4766,8656.0117
3461026,2.2435,3798.8281,8522.4980
3461064,2.1115,3798.8281,8021.1738
3461101,2.1643,3823.2422,8274.5430
3461139,2.2171,3828.1250,8487.1855
3461176,2.4282,3779.2969,9176.9248
3461214,2.2962,3808.5938,8745.4512
3461251,2.1907,3798.8281,8321.9678
3461288,2.2962,3798.8281,8723.0273
3461326,2.3754,3813.4766,9058.6172
3461363,2.4018,3793.9453,9112.3584
3461401,2.2962,3784.1797,8689.3906
3461438,2.2962,3784.1797,8689.3906
3461476,2.2171,3784.1797,8389.7568
3461513,2.2435,3808.5938,8544.4063
3461551,2.2435,3828.1250,8588.2236
3461588,2.1115,3842.7734,8113.9639
3461625,2.2171,3803.7109,8433.0586
3461663,2.2171,3803.7109,8433.0586
3461700,2.1907,3666.9922,8033.1592
3461738,2.3754,3833.0078,9105.0117
3461775,2.1907,3862.3047,8461.0244
3461813,2.1643,3823.2422,8274.5430
3461850,2.4282,3774.4141,9165.0684
3461888,2.2435,3808.5938,8544.4063
3461925,2.1907,3818.3594,8364.7549
3461962,2.1115,3818.3594,8062.4141
3462000,2.2698,3813.4766,8656.0117
3462037,2.3490,3808.5938,8946.4961
3462075,2.1907,3764.6484,8247.0918
3462112,2.2171,3803.7109,8433.0586
3462150,2.2435,3842.7734,8621.0869
3462188,2.2962,3813.4766,8756.6631
3462224,2.2962,3818.3594,8767.8750
3462262,2.3754,3784.1797,8989.0244
3462299,2.2435,3789.0625,8500.5889
3462337,2.4018,3789.0625,9100.6309
3462374,2.5338,3789.0625,9600.6650
3462412,2.4546,3803.7109,9336.6006
3462449,2.2171,3803.7109,8433.0586
3462487,2.2171,3833.0078,8498.0117
3462524,2.1643,3813.4766,8253.4072
3462561,2.2435,3833.0078,8599.1787
3462599,2.1907,3803.7109,8332.6650
3462636,2.1907,3803.7109,8332.6650
3462674,2.1379,3808.5938,8142.3169
3462711,2.1907,3813.4766,8354.0576
3462749,2.3490,3808.5938,8946.4961
3462787,2.3226,3813.4766,8857.3145
3462823,2.1907,3808.5938,8343.3613
3462861,2.2962,3833.0078,8801.5117
3462898,2.3754,3769.5313,8954.2285
3462936,2.3490,3784.1797,8889.1475
3462973,2.2435,3828.1250,8588.2236
3463011,2.2698,3813.4766,8656.0117
3463048,2.2435,3808.5938,8544.4063
3463086,2.2698,3891.6016,8833.3438
3463123,2.2435,3803.7109,8533.4521
3463160,2.1115,3837.8906,8103.6538
3463198,2.0059,3837.8906,7698.4712
3463235,2.2435,3823.2422,8577.2695
3463273,2.1115,3813.4766,8052.1040
3463310,2.2962,3813.4766,8756.6631
3463348,2.2435,3798.8281,8522.4980
3463386,2.3490,3818.3594,8969.4365
3463422,2.4810,3789.0625,9400.6514
3463460,2.6394,3774.4141,9962.0303
3463497,2.2962,3779.2969,8678.1787
3463535,2.2435,3818.3594,8566.3154
3463572,2.1643,3837.8906,8306.2461
3463610,2.1643,3837.8906,8306.2461
3463647,2.1907,3813.4766,8354.0576
3463685,2.2435,3789.0625,8500.5889
3463723,2.2435,3784.1797,8489.6348
3463759,2.2698,3813.4766,8656.0117
3463797,2.4018,3808.5938,9147.5410
3463834,2.3490,3798.8281,8923.5566
3463872,2.2962,3789.0625,8700.6025
3463909,2.3754,3745.1172,8896.2344
3463947,2.4282,3798.8281,9224.3506
3463985,2.2435,3833.0078,8599.1787
3464022,2.2435,3818.3594,8566.3154
3464059,2.1907,3818.3594,8364.7549
3464096,2.1907,3798.8281,8321.9678
3464134,2.2435,3818.3594,8566.3154
3464171,2.2171,3818.3594,8465.5352
3464209,2.2435,3833.0078,8599.1787
3464246,2.2698,3789.0625,8600.5957
3464284,2.4018,3789.0625,9100.6309
3464322,2.3226,3789.0625,8800.6094
3464358,2.1379,3833.0078,8194.5107
3464396,2.0587,3862.3047,7951.3242
3464433,2.0323,3828.1250,7779.9204
3464471,2.0587,3823.2422,7870.9063
3464508,2.0851,3808.5938,7941.2725
3464546,2.2698,3813.4766,8656.0117
3464584,2.1907,3715.8203,8140.1255
3464621,2.2171,3828.1250,8487.1855
3464658,2.4282,3779.2969,9176.9248
3464695,2.3490,3789.0625,8900.6172
3464733,2.2962,3793.9453,8711.8145
3464770,2.4546,3808.5938,9348.5859
3464808,2.4810,3803.7109,9436.9941
3464845,2.4282,3881.8359,9425.9111
3464883,2.3754,3774.4141,8965.8271
3464921,2.3226,3803.7109,8834.6328
3464957,2.4810,3813.4766,9461.2227
3464995,2.2171,3828.1250,8487.1855
3465032,2.2435,3823.2422,8577.2695
3465070,2.0587,3813.4766,7850.8018
3465107,2.0059,3813.4766,7649.4985
3465145,2.2171,3847.6563,8530.4883
3465183,2.1115,3823.2422,8072.7241
3465220,2.2698,3823.2422,8678.1777
3465257,2.0851,3818.3594,7961.6343
3465294,2.2698,3798.8281,8622.7617
3465332,2.3226,3808.5938,8845.9736
3465369,2.3226,3833.0078,8902.6787
3465407,2.3490,3798.8281,8923.5566
3465444,2.4018,3779.2969,9077.1748
3465482,2.4810,3808.5938,9449.1084
3465520,2.2962,3789.0625,8700.6025
3465556,2.2962,3828.1250,8790.2998
3465594,2.2171,3833.0078,8498.0117
3465631,2.2171,3818.3594,8465.5352
3465669,2.3226,3774.4141,8766.5869
3465706,2.3754,3798.8281,9023.8213
3465744,2.2171,3833.0078,8498.0117
3465782,2.3226,3813.4766,8857.3145
3465819,2.3490,3779.2969,8877.6777
3465857,2.4546,3774.4141,9264.6875
3465893,2.3754,3793.9453,9012.2217
3465931,2.3490,3813.4766,8957.9668
3465968,2.2962,3852.5391,8846.3604
3466006,2.2435,3803.7109,8533.4521
3466043,2.3226,3793.9453,8811.9512
3466081,2.1379,3798.8281,8121.4390
3466119,2.0059,3847.6563,7718.0601
3466156,2.1907,3852.5391,8439.6309
3466193,2.3226,3823.2422,8879.9971
3466230,2.1379,3793.9453,8111.0000
3466268,2.3490,3789.0625,8900.6172
3466305,2.2698,3798.8281,8622.7617
3466343,2.4018,3808.5938,9147.5410
3466381,2.3754,3793.9453,9012.2217
3466418,2.2962,3798.8281,8723.0273
3466456,2.2962,3784.1797,8689.3906
3466492,2.3490,3813.4766,8957.9668
3466530,2.3226,3828.1250,8891.3379
3466567,2.2962,3818.3594,8767.8750
3466605,2.3226,3813.4766,8857.3145
3466642,2.2698,3784.1797,8589.5117
3466680,2.3754,3769.5313,8954.2285
3466718,2.4018,3793.9453,9112.3584
3466755,2.4810,3798.8281,9424.8799
3466792,2.4018,3784.1797,9088.9033
3466829,2.3754,3784.1797,8989.0244
3466867,2.3754,3779.2969,8977.4258
3466904,2.2171,3852.5391,8541.3135
3466942,2.2698,3818.3594,8667.0947
3466980,2.1643,3803.7109,8232.2715
3467017,2.1379,3803.7109,8131.8779
3467055,2.1115,3813.4766,8052.1040
3467091,2.2435,3808.5938,8544.4063
3467129,2.2962,3837.8906,8812.7236
3467166,2.1907,3818.3594,8364.7549
3467204,2.2171,3803.7109,8433.0586
3467241,2.3754,3696.2891,8780.2471
3467279,2.3754,3793.9453,9012.2217
3467317,2.2698,3823.2422,8678.1777
3467354,2.1907,3842.7734,8418.2373
3467392,2.1379,3803.7109,8131.8779
3467428,2.2698,3793.9453,8611.6787
3467466,2.4282,3745.1172,9093.9297
3467503,2.2962,3808.5938,8745.4512
3467541,2.2698,3818.3594,8667.0947
3467579,2.3490,3813.4766,8957.9668
3467616,2.4018,3808.5938,9147.5410
3467654,2.2698,3784.1797,8589.5117
3467691,2.2171,3813.4766,8454.7090
3467728,2.1643,3735.3516,8084.3232
3467765,2.2435,3818.3594,8566.3154
3467803,2.2435,3779.2969,8478.6807
3467840,2.3226,3774.4141,8766.5869
3467878,2.3754,3808.5938,9047.0186
3467916,2.3226,3818.3594,8868.6563
3467953,2.4282,3803.7109,9236.2070
3467991,2.4018,3769.5313,9053.7197
3468027,2.2962,3803.7109,8734.2393
3468065,2.1379,3793.9453,8111.0000
3468102,2.2435,3833.0078,8599.1787
3468140,2.3754,3793.9453,9012.2217
3468178,2.2698,3808.5938,8644.9287
3468215,2.1643,3793.9453,8211.1357
3468253,2.1115,3784.1797,7990.2441
3468290,2.2698,3823.2422,8678.1777
3468327,2.2698,3793.9453,8611.6787
3468364,2.3490,3754.8828,8820.3281
3468402,2.2698,3803.7109,8633.8447
3468439,2.2962,3793.9453,8711.8145
3468477,2.3226,3784.1797,8789.2686
3468515,2.3490,3808.5938,8946.4961
3468552,2.2962,3823.2422,8779.0879
3468590,2.2698,3837.8906,8711.4277
3468626,2.1907,3798.8281,8321.9678
3468664,2.2698,3808.5938,8644.9287
3468701,2.1907,3828.1250,8386.1475
3468739,2.2435,3828.1250,8588.2236
3468777,2.1907,3823.2422,8375.4512
3468814,2.2171,3798.8281,8422.2334
3468852,2.2435,3793.9453,8511.5439
3468889,2.1643,3823.2422,8274.5430
3468926,2.1643,3833.0078,8295.6777
3468963,2.3754,3813.4766,9058.6172
3469001,2.3490,3784.1797,8889.1475
3469038,2.4018,3769.5313,9053.7197
