781,0.2111,4072.2
4694770,2.1907,3818.3594,8364.7549
4694807,2.0851,3808.5938,7941.2725
4694845,2.2698,3793.9453,8611.6787
4694883,2.2435,3793.9453,8511.5439
4694920,2.2171,3823.2422,8476.3604
4694958,2.0851,3818.3594,7961.6343
4694994,2.2962,3808.5938,8745.4512
4695032,2.2962,3798.8281,8723.0273
4695069,2.2962,3779.2969,8678.1787
4695107,2.2435,3789.0625,8500.5889
4695145,2.3490,3798.8281,8923.5566
4695182,2.2962,3828.1250,8790.2998
4695220,2.1907,3837.8906,8407.5410
4695257,2.1907,3842.7734,8418.2373
4695294,2.1115,3808.5938,8041.7939
4695331,2.2698,3789.0625,8600.5957
4695369,2.2962,3784.1797,8689.3906
4695406,2.2435,3789.0625,8500.5889
4695444,2.1115,3828.1250,8083.0342
4695482,2.1379,3833.0078,8194.5107
4695519,2.2698,3818.3594,8667.0947
4695557,2.0587,3823.2422,7870.9063
4695593,2.0059,3813.4766,7649.4985
4695631,2.0587,3803.7109,7830.6973
4695668,2.2171,3798.8281,8422.2334
4695706,2.3490,3823.2422,8980.9063
4695744,2.1643,3823.2422,8274.5430
4695781,2.3754,3828.1250,9093.4131
4695819,2.3490,3798.8281,8923.5566
4695856,2.2698,3784.1797,8589.5117
4695894,2.2698,3769.5313,8556.2627
4695930,2.3754,3774.4141,8965.8271
4695968,2.3490,3803.7109,8935.0264
4696005,2.4018,3779.2969,9077.1748
4696043,2.2698,3818.3594,8667.0947
4696081,2.2435,3808.5938,8544.4063
4696118,2.3490,3793.9453,8912.0869
4696156,2.0587,3793.9453,7810.5928
4696193,2.2698,3808.5938,8644.9287
4696230,2.2171,3818.3594,8465.5352
4696267,2.2171,3813.4766,8454.7090
4696305,2.1115,3837.8906,8103.6538
4696343,2.2698,3793.9453,8611.6787
4696380,2.2698,3793.9453,8611.6787
4696418,2.1643,3793.9453,8211.1357
4696455,2.3754,3872.0703,9197.8018
4696493,2.2962,3808.5938,8745.4512
4696529,2.5338,3779.2969,9575.9209
4696567,2.4018,3798.8281,9124.0859
4696604,2.2698,3808.5938,8644.9287
4696642,2.1379,3798.8281,8121.4390
4696680,2.1643,3857.4219,8348.5166
4696717,2.2962,3793.9453,8711.8145
4696755,2.2171,3808.5938,8443.8838
4696792,2.2171,3823.2422,8476.3604
4696829,2.1115,3833.0078,8093.3442
4696866,2.1379,3798.8281,8121.4390
4696904,2.1907,3789.0625,8300.5752
4696942,2.2171,3813.4766,8454.7090
4696979,2.3754,3784.1797,8989.0244
4697017,2.3226,3789.0625,8800.6094
4697054,2.2435,3803.7109,8533.4521
4697092,2.1115,3754.8828,7928.3843
4697128,2.3490,3789.0625,8900.6172
4697166,2.2962,3759.7656,8633.3301
4697203,2.3226,3784.1797,8789.2686
4697241,2.2435,3803.7109,8533.4521
4697279,2.2171,3808.5938,8443.8838
4697316,2.2698,3818.3594,8667.0947
4697354,2.1115,3798.8281,8021.1738
4697391,2.1379,3833.0078,8194.5107
4697428,2.1907,3828.1250,8386.1475
4697465,2.2962,3803.7109,8734.2393
4697503,2.1115,3793.9453,8010.8643
4697541,2.1379,3789.0625,8100.5610
4697578,2.2698,3769.5313,8556.2627
4697616,2.3754,3808.5938,9047.0186
4697653,2.2698,3818.3594,8667.0947
4697691,2.3490,3803.7109,8935.0264
4697728,2.4018,3779.2969,9077.1748
4697765,2.5602,3764.6484,9638.1680
4697802,2.2962,3779.2969,8678.1787
4697840,2.1115,3862.3047,8155.2041
4697878,2.2435,3823.2422,8577.2695
4697915,2.2171,3793.9453,8411.4072
4697953,2.2171,3798.8281,8422.2334
4697990,2.0587,3813.4766,7850.8018
4698028,2.1907,3789.0625,8300.5752
4698064,2.1115,3793.9453,8010.8643
4698102,2.2171,3808.5938,8443.8838
4698140,2.1379,3823.2422,8173.6333
4698177,2.1907,3833.0078,8396.8447
4698215,2.2171,3808.5938,8443.8838
4698252,2.2171,3779.2969,8378.9307
4698290,2.2171,3789.0625,8400.5820
4698327,2.1907,3779.2969,8279.1816
4698364,2.2171,3789.0625,8400.5820
4698401,2.2171,3823.2422,8476.3604
4698439,2.3226,3803.7109,8834.6328
4698477,2.3226,3808.5938,8845.9736
4698514,2.4810,3789.0625,9400.6514
4698552,2.2435,3789.0625,8500.5889
4698589,2.2962,3774.4141,8666.9658
4698627,2.3226,3789.0625,8800.6094
4698663,2.2698,3813.4766,8656.0117
4698701,2.1379,3828.1250,8184.0723
4698739,2.2962,3847.6563,8835.1484
4698776,2.1643,3798.8281,8221.7041
4698814,2.2171,3793.9453,8411.4072
4698851,2.2435,3779.2969,8478.6807
4698889,2.1379,3803.7109,8131.8779
4698926,2.2698,3818.3594,8667.0947
4698963,2.1907,3798.8281,8321.9678
4699000,2.2962,3818.3594,8767.8750
4699038,2.2171,3813.4766,8454.7090
4699076,2.2698,3813.4766,8656.0117
4699113,2.2698,3789.0625,8600.5957
4699151,2.2962,3774.4141,8666.9658
4699188,2.2171,3808.5938,8443.8838
4699226,2.1379,3823.2422,8173.6333
4699262,2.2435,3823.2422,8577.2695
4699300,2.2962,3803.7109,8734.2393
4699338,2.1907,3803.7109,8332.6650
4699375,2.1379,3779.2969,8079.6836
4699413,2.1379,3789.0625,8100.5610
4699450,2.1379,3789.0625,8100.5610
4699488,2.2698,3906.2500,8866.5928
4699525,2.5602,3798.8281,9725.6738
4699563,2.2698,3813.4766,8656.0117
4699599,2.2435,3813.4766,8555.3613
4699637,2.2171,3789.0625,8400.5820
4699675,2.3226,3769.5313,8755.2461
4699712,2.3754,3774.4141,8965.8271
4699750,2.2962,3793.9453,8711.8145
4699787,2.1907,3823.2422,8375.4512
4699825,2.1379,3862.3047,8257.1445
4699862,2.1115,3833.0078,8093.3442
4699899,2.2435,3823.2422,8577.2695
4699937,2.1907,3784.1797,8289.8779
4699974,2.1115,3798.8281,8021.1738
4700012,2.1115,3779.2969,7979.9341
4700049,2.0851,3793.9453,7910.7290
4700087,2.4018,3808.5938,9147.5410
4700124,2.3226,3798.8281,8823.2920
4700162,2.2698,3798.8281,8622.7617
4700198,2.2171,3803.7109,8433.0586
4700236,2.2698,3828.1250,8689.2617
4700274,2.1643,3779.2969,8179.4331
4700311,2.3754,3774.4141,8965.8271
4700349,2.2435,3808.5938,8544.4063
4700386,2.1115,3828.1250,8083.0342
4700424,2.1643,3842.7734,8316.8135
4700461,2.2962,3823.2422,8779.0879
4700498,2.3490,3793.9453,8912.0869
4700536,2.2962,3789.0625,8700.6025
4700573,2.2435,3789.0625,8500.5889
4700611,2.2171,3774.4141,8368.1055
4700648,2.2171,3808.5938,8443.8838
4700686,2.3490,3798.8281,8923.5566
4700723,2.2435,3837.8906,8610.1328
4700761,2.2962,3803.7109,8734.2393
4700797,2.3226,3808.5938,8845.9736
4700835,2.4810,3784.1797,9388.5371
4700873,2.4018,3759.7656,9030.2646
4700910,2.1907,3784.1797,8289.8779
4700948,2.3490,3823.2422,8980.9063
4700985,2.1907,3828.1250,8386.1475
4701023,2.1379,3833.0078,8194.5107
4701060,2.1379,3803.7109,8131.8779
4701097,2.1115,3803.7109,8031.4839
4701135,2.1115,3842.7734,8113.9639
4701172,2.2171,3837.8906,8508.8369
4701210,2.2171,3798.8281,8422.2334
4701247,2.2962,3808.5938,8745.4512
4701285,2.1379,3828.1250,8184.0723
4701322,2.1643,3823.2422,8274.5430
4701360,2.1379,3813.4766,8152.7554
4701396,2.2698,3720.7031,8445.4297
4701434,2.2435,3798.8281,8522.4980
4701472,2.1907,3803.7109,8332.6650
4701509,2.1379,3813.4766,8152.7554
4701547,2.1379,3837.8906,8204.9502
4701584,2.4282,3798.8281,9224.3506
4701622,2.2435,3745.1172,8402.0000
4701659,2.1907,3793.9453,8311.2715
4701697,2.0851,3793.9453,7910.7290
4701734,2.2698,3784.1797,8589.5117
4701771,2.2171,3803.7109,8433.0586
4701809,2.1379,3813.4766,8152.7554
4701846,2.2698,3789.0625,8600.5957
4701884,2.0323,3793.9453,7710.4565
4701921,2.1643,3818.3594,8263.9746
4701959,2.1115,3793.9453,8010.8643
4701996,2.0059,3813.4766,7649.4985
4702033,2.1379,3808.5938,8142.3169
4702071,2.0587,3823.2422,7870.9063
4702108,2.1907,3808.5938,8343.3613
4702146,2.3754,3769.5313,8954.2285
4702183,2.3226,3803.7109,8834.6328
4702221,2.2171,3793.9453,8411.4072
4702258,2.1907,3798.8281,8321.9678
4702296,2.1379,3808.5938,8142.3169
4702333,2.2171,3818.3594,8465.5352
4702370,2.2962,3798.8281,8723.0273
4702408,2.2698,3813.4766,8656.0117
4702445,2.1379,3823.2422,8173.6333
4702483,2.2171,3784.1797,8389.7568
4702520,2.3754,3793.9453,9012.2217
4702558,2.2171,3798.8281,8422.2334
4702595,2.1115,3813.4766,8052.1040
4702632,2.2435,3803.7109,8533.4521
4702670,2.2962,3823.2422,8779.0879
4702707,2.3490,3793.9453,8912.0869
4702745,2.3226,3789.0625,8800.6094
4702782,2.2698,3769.5313,8556.2627
4702820,2.2435,3759.7656,8434.8633
4702857,2.2435,3798.8281,8522.4980
4702895,2.2962,3808.5938,8745.4512
4702932,2.3226,3823.2422,8879.9971
4702969,2.2698,3823.2422,8678.1777
4703007,2.1115,3818.3594,8062.4141
4703044,2.1643,3793.9453,8211.1357
4703082,2.1907,3730.4688,8172.2153
4703119,2.3226,3798.8281,8823.2920
4703157,2.2435,3803.7109,8533.4521
4703194,2.2171,3818.3594,8465.5352
4703232,2.2962,3823.2422,8779.0879
4703269,2.1907,3818.3594,8364.7549
4703306,2.0323,3803.7109,7730.3037
4703344,2.1115,3793.9453,8010.8643
4703381,2.1379,3793.9453,8111.0000
4703419,2.2171,3823.2422,8476.3604
4703456,2.1379,3828.1250,8184.0723
4703494,2.1643,3862.3047,8359.0850
4703532,2.1907,3823.2422,8375.4512
4703568,2.2962,3803.7109,8734.2393
4703606,2.2171,3784.1797,8389.7568
4703643,2.1115,3798.8281,8021.1738
4703681,2.1379,3803.7109,8131.8779
4703718,2.3226,3798.8281,8823.2920
4703756,2.2171,3828.1250,8487.1855
4703793,2.0059,3657.2266,7336.0747
4703831,2.1115,3803.7109,8031.4839
4703868,2.2435,3789.0625,8500.5889
4703905,2.2698,3774.4141,8567.3457
4703943,2.3226,3774.4141,8766.5869
4703980,2.1643,3803.7109,8232.2715
4704018,2.2698,3823.2422,8678.1777
4704055,2.1907,3847.6563,8428.9346
4704093,2.1379,3803.7109,8131.8779
4704131,2.3754,3793.9453,9012.2217
4704167,2.1907,3793.9453,8311.2715
4704205,2.2171,3784.1797,8389.7568
4704242,2.2435,3774.4141,8467.7256
4704280,2.1643,3833.0078,8295.6777
4704317,2.0851,3828.1250,7981.9966
4704355,2.1379,3837.8906,8204.9502
4704392,2.2698,3818.3594,8667.0947
4704430,2.0851,3808.5938,7941.2725
4704467,2.1643,3789.0625,8200.5684
4704504,2.2962,3774.4141,8666.9658
4704542,2.3490,3842.7734,9026.7852
4704579,2.2698,3813.4766,8656.0117
4704617,2.3754,3803.7109,9035.4199
4704654,2.2171,3813.4766,8454.7090
4704692,2.1907,3793.9453,8311.2715
4704730,2.2435,3779.2969,8478.6807
4704766,2.1643,3798.8281,8221.7041
4704804,2.1379,3808.5938,8142.3169
4704841,2.2962,3818.3594,8767.8750
4704879,2.2962,3813.4766,8756.6631
4704916,2.2698,3813.4766,8656.0117
4704954,2.2698,3886.7188,8822.2607
4704991,2.1379,3774.4141,8069.2446
4705029,2.2698,3784.1797,8589.5117
4705067,2.2698,3789.0625,8600.5957
4705103,2.2962,3813.4766,8756.6631
4705141,2.2435,3818.3594,8566.3154
4705178,2.2435,3798.8281,8522.4980
4705216,2.2171,3808.5938,8443.8838
4705253,2.2171,3784.1797,8389.7568
4705291,2.1379,3789.0625,8100.5610
4705329,2.0323,3798.8281,7720.3799
4705366,2.1643,3818.3594,8263.9746
4705403,2.2435,3818.3594,8566.3154
4705440,2.4018,3808.5938,9147.5410
4705478,2.1379,3803.7109,8131.8779
4705515,2.1115,3808.5938,8041.7939
4705553,2.2435,3779.2969,8478.6807
4705590,2.2962,3754.8828,8622.1182
4705628,2.2962,3803.7109,8734.2393
4705666,2.2698,3813.4766,8656.0117
4705702,2.3490,3793.9453,8912.0869
4705740,2.4810,3789.0625,9400.6514
4705777,2.2962,3793.9453,8711.8145
4705815,2.1907,3764.6484,8247.0918
4705852,2.2171,3813.4766,8454.7090
4705890,2.2171,3813.4766,8454.7090
4705928,2.2698,3793.9453,8611.6787
4705965,2.3490,3818.3594,8969.4365
4706002,2.2171,3798.8281,8422.2334
4706039,2.2962,3798.8281,8723.0273
4706077,2.3226,3823.2422,8879.9971
4706114,2.1643,3784.1797,8190.0005
4706152,2.2171,3813.4766,8454.7090
4706189,2.2698,3813.4766,8656.0117
4706227,2.1643,3828.1250,8285.1104
4706265,2.2698,3808.5938,8644.9287
4706301,2.2962,3798.8281,8723.0273
4706339,2.1379,3720.7031,7954.4170
4706376,2.0587,3798.8281,7820.6450
4706414,2.1907,3793.9453,8311.2715
4706451,2.3226,3803.7109,8834.6328
4706489,2.2962,3808.5938,8745.4512
4706527,2.2962,3808.5938,8745.4512
4706564,2.3226,3793.9453,8811.9512
4706601,2.3490,3769.5313,8854.7373
4706638,2.3226,3769.5313,8755.2461
4706676,2.3754,3774.4141,8965.8271
4706713,2.1643,3813.4766,8253.4072
4706751,2.1907,3803.7109,8332.6650
4706788,2.2962,3823.2422,8779.0879
4706826,2.3226,3798.8281,8823.2920
4706864,2.2435,3803.7109,8533.4521
4706900,2.1379,3784.1797,8090.1226
4706938,2.1907,3798.8281,8321.9678
4706975,2.2435,3818.3594,8566.3154
4707013,2.3226,3818.3594,8868.6563
4707050,2.1379,3798.8281,8121.4390
4707088,2.3754,3784.1797,8989.0244
4707126,2.2962,3779.2969,8678.1787
4707163,2.3490,3769.5313,8854.7373
4707201,2.3490,3779.2969,8877.6777
4707237,2.2435,3803.7109,8533.4521
4707275,2.0587,3833.0078,7891.0107
4707312,2.1643,3833.0078,8295.6777
4707350,2.1643,3945.3125,8538.7363
4707387,2.2698,3813.4766,8656.0117
4707425,2.3226,3784.1797,8789.2686
4707463,2.3754,3764.6484,8942.6299
4707500,2.2698,3764.6484,8545.1797
4707537,2.1907,3808.5938,8343.3613
4707574,2.1115,3706.0547,7825.2842
4707612,2.1379,3803.7109,8131.8779
4707649,2.2171,3779.2969,8378.9307
4707687,2.1643,3803.7109,8232.2715
4707725,2.1115,3798.8281,8021.1738
4707762,2.0587,3793.9453,7810.5928
4707800,2.1643,3803.7109,8232.2715
4707836,2.2698,3823.2422,8678.1777
4707874,2.3490,3813.4766,8957.9668
4707911,2.2171,3808.5938,8443.8838
4707949,2.3226,3798.8281,8823.2920
4707986,2.2435,3784.1797,8489.6348
4708024,2.3754,3774.4141,8965.8271
4708062,2.2962,3740.2344,8588.4814
4708099,2.1379,3823.2422,8173.6333
4708136,2.1379,3818.3594,8163.1943
4708173,2.2698,3813.4766,8656.0117
4708211,2.2435,3793.9453,8511.5439
4708248,2.3226,3754.8828,8721.2227
4708286,2.1379,3803.7109,8131.8779
4708324,2.1115,3803.7109,8031.4839
4708361,2.2435,3798.8281,8522.4980
4708399,2.3226,3818.3594,8868.6563
4708435,2.1379,3833.0078,8194.5107
4708473,2.1907,3671.8750,8043.8560
4708510,2.2962,3789.0625,8700.6025
4708548,2.3226,3769.5313,8755.2461
4708585,2.1643,3798.8281,8221.7041
4708623,2.1379,3813.4766,8152.7554
4708661,2.1907,3808.5938,8343.3613
4708698,2.3226,3798.8281,8823.2920
4708736,2.3490,3764.6484,8843.2676
4708772,2.2962,3789.0625,8700.6025
4708810,2.2171,3774.4141,8368.1055
4708847,2.4018,3784.1797,9088.9033
4708885,2.2698,3798.8281,8622.7617
4708923,2.2171,3823.2422,8476.3604
4708960,2.2435,3823.2422,8577.2695
4708998,2.2962,3789.0625,8700.6025
4709035,2.2171,3789.0625,8400.5820
4709072,2.2435,3784.1797,8489.6348
4709109,2.2171,3784.1797,8389.7568
4709147,2.2435,3779.2969,8478.6807
4709184,2.2435,3823.2422,8577.2695
4709222,2.2698,3818.3594,8667.0947
4709260,2.4018,3789.0625,9100.6309
4709297,2.2171,3793.9453,8411.4072
4709335,2.1907,3774.4141,8268.4854
4709371,2.2171,3769.5313,8357.2803
4709409,2.2435,3769.5313,8456.7715
4709446,2.4546,3793.9453,9312.6289
4709484,2.3754,3813.4766,9058.6172
4709522,2.2435,3828.1250,8588.2236
4709559,2.1379,3808.5938,8142.3169
4709597,2.3754,3784.1797,8989.0244
4709634,2.2698,3779.2969,8578.4287
4709671,2.0587,3769.5313,7760.3315
4709708,2.1115,3808.5938,8041.7939
4709746,2.2171,3813.4766,8454.7090
4709783,2.2171,3818.3594,8465.5352
4709821,2.2435,3813.4766,8555.3613
4709859,2.3226,3803.7109,8834.6328
4709896,2.0323,3803.7109,7730.3037
4709934,2.1115,3789.0625,8000.5542
4709970,2.1643,3798.8281,8221.7041
4710008,2.2171,3789.0625,8400.5820
4710045,2.3490,3813.4766,8957.9668
4710083,2.2698,3813.4766,8656.0117
4710121,2.2698,3803.7109,8633.8447
4710158,2.2698,3789.0625,8600.5957
4710196,2.3226,3774.4141,8766.5869
4710233,2.2962,3779.2969,8678.1787
4710270,2.3226,3784.1797,8789.2686
4710307,2.2962,3813.4766,8756.6631
4710345,2.2698,3818.3594,8667.0947
4710382,2.2171,3808.5938,8443.8838
4710420,2.1907,3808.5938,8343.3613
4710458,2.2698,3789.0625,8600.5957
4710495,2.2698,3774.4141,8567.3457
4710533,2.2171,3798.8281,8422.2334
4710569,2.2171,3813.4766,8454.7090
4710607,2.2435,3808.5938,8544.4063
4710644,2.2698,3798.8281,8622.7617
4710682,2.2698,3813.4766,8656.0117
4710720,2.2962,3793.9453,8711.8145
4710757,2.2435,3769.5313,8456.7715
4710795,2.2698,3784.1797,8589.5117
4710832,2.3490,3798.8281,8923.5566
4710870,2.1907,3828.1250,8386.1475
4710906,2.1643,3881.8359,8401.3555
4710944,2.1379,3847.6563,8225.8281
4710981,2.1907,3789.0625,8300.5752
4711019,2.2962,3774.4141,8666.9658
4711057,2.3490,3779.2969,8877.6777
4711094,2.3226,3798.8281,8823.2920
4711132,2.3490,3754.8828,8820.3281
4711169,2.2435,3803.7109,8533.4521
4711206,2.0587,3823.2422,7870.9063
4711243,2.1643,3808.5938,8242.8398
4711281,2.1643,3784.1797,8190.0005
4711319,2.1907,3793.9453,8311.2715
4711356,2.1643,3828.1250,8285.1104
4711394,2.2962,3750.0000,8610.9053
4711431,2.2698,3803.7109,8633.8447
4711469,2.4810,3789.0625,9400.6514
4711505,2.4282,3779.2969,9176.9248
4711543,2.3226,3764.6484,8743.9053
4711580,2.2698,3798.8281,8622.7617
4711618,2.2698,3808.5938,8644.9287
4711656,2.3754,3784.1797,8989.0244
4711693,2.2698,3798.8281,8622.7617
4711731,2.2435,3803.7109,8533.4521
4711768,2.2435,3789.0625,8500.5889
4711805,2.2435,3808.5938,8544.4063
4711842,2.2698,3798.8281,8622.7617
4711880,2.3490,3813.4766,8957.9668
4711918,2.1907,3813.4766,8354.0576
4711955,2.1379,3833.0078,8194.5107
4711993,2.1379,3808.5938,8142.3169
4712030,2.1907,3740.2344,8193.6084
4712068,2.2435,3779.2969,8478.6807
4712104,2.1907,3798.8281,8321.9678
4712142,2.1643,3803.7109,8232.2715
4712179,2.3754,3798.8281,9023.8213
4712217,2.4282,3779.2969,9176.9248
4712255,2.3226,3764.6484,8743.9053
4712292,2.2171,3857.4219,8552.1387
4712330,2.2435,3774.4141,8467.7256
4712367,2.2435,3803.7109,8533.4521
4712404,2.3490,3789.0625,8900.6172
4712441,2.3754,3803.7109,9035.4199
4712479,2.2171,3808.5938,8443.8838
4712517,2.0587,3798.8281,7820.6450
4712554,2.0851,3784.1797,7890.3667
4712592,2.1379,3784.1797,8090.1226
4712629,2.1643,3808.5938,8242.8398
4712667,2.1379,3808.5938,8142.3169
4712704,2.1643,3813.4766,8253.4072
4712741,2.2962,3798.8281,8723.0273
4712778,2.4546,3779.2969,9276.6729
4712816,2.5338,3759.7656,9526.4326
4712854,2.3226,3769.5313,8755.2461
4712891,2.2962,3803.7109,8734.2393
4712929,2.4546,3833.0078,9408.5127
4712966,2.3754,3818.3594,9070.2158
4713004,2.2435,3779.2969,8478.6807
4713040,2.2435,3793.9453,8511.5439
4713078,2.2171,3793.9453,8411.4072
4713116,2.2962,3789.0625,8700.6025
4713153,2.1907,3793.9453,8311.2715
4713191,2.1643,3852.5391,8337.9492
4713228,2.1643,3808.5938,8242.8398
4713266,2.1907,3808.5938,8343.3613
4713303,2.2962,3793.9453,8711.8145
4713340,2.4282,3793.9453,9212.4941
4713377,2.2435,3779.2969,8478.6807
4713415,2.1379,3808.5938,8142.3169
4713453,2.3226,3813.4766,8857.3145
4713490,2.1907,3818.3594,8364.7549
4713528,2.1643,3823.2422,8274.5430
4713565,2.3754,3784.1797,8989.0244
4713603,2.5074,3769.5313,9451.6855
4713639,2.2962,3784.1797,8689.3906
4713677,2.2171,3808.5938,8443.8838
4713715,2.2171,3813.4766,8454.7090
4713752,2.2698,3813.4766,8656.0117
4713790,2.1907,3784.1797,8289.8779
4713827,2.1643,3808.5938,8242.8398
4713865,2.1115,3798.8281,8021.1738
4713902,2.2698,3784.1797,8589.5117
4713939,2.2962,3764.6484,8644.5420
4713976,2.2171,3818.3594,8465.5352
4714014,2.2698,3872.0703,8789.0107
4714052,2.1379,3818.3594,8163.1943
4714089,2.2171,3818.3594,8465.5352
4714127,2.2435,3779.2969,8478.6807
4714164,2.2171,3793.9453,8411.4072
4714202,2.1643,3769.5313,8158.2974
4714238,2.1907,3798.8281,8321.9678
4714276,2.4018,3803.7109,9135.8135
4714314,2.2171,3789.0625,8400.5820
4714351,2.3490,3818.3594,8969.4365
4714389,2.1907,3803.7109,8332.6650
4714426,2.2698,3798.8281,8622.7617
4714464,2.1643,3789.0625,8200.5684
4714501,2.1115,3818.3594,8062.4141
4714539,2.1379,3808.5938,8142.3169
4714575,2.1379,3828.1250,8184.0723
4714613,2.1907,3813.4766,8354.0576
4714651,2.1379,3793.9453,8111.0000
4714688,2.1379,3955.0781,8455.4824
4714726,2.0851,3789.0625,7900.5479
4714763,2.2698,3784.1797,8589.5117
4714801,2.4546,3793.9453,9312.6289
4714838,2.2171,3813.4766,8454.7090
4714875,2.2435,3808.5938,8544.4063
4714913,2.1379,3769.5313,8058.8057
4714950,2.2698,3793.9453,8611.6787
4714988,2.1643,3779.2969,8179.4331
4715025,2.1379,3793.9453,8111.0000
4715063,2.0851,3798.8281,7920.9102
4715100,2.2171,3808.5938,8443.8838
4715138,2.2698,3823.2422,8678.1777
4715174,2.2962,3828.1250,8790.2998
4715212,2.1643,3803.7109,8232.2715
4715250,2.1379,3789.0625,8100.5610
4715287,2.2698,3803.7109,8633.8447
4715325,2.2171,3789.0625,8400.5820
4715362,2.3226,3808.5938,8845.9736
4715400,2.3226,3823.2422,8879.9971
4715437,2.3490,3803.7109,8935.0264
4715474,2.2962,3803.7109,8734.2393
4715512,2.4546,3779.2969,9276.6729
4715549,2.3226,3774.4141,8766.5869
4715587,2.1643,3720.7031,8052.6201
4715624,2.1643,3808.5938,8242.8398
4715662,2.2171,3813.4766,8454.7090
4715699,2.4018,3803.7109,9135.8135
4715737,2.2435,3793.9453,8511.5439
4715773,2.0851,3818.3594,7961.6343
4715811,2.2435,3784.1797,8489.6348
4715849,2.2435,3881.8359,8708.7217
4715886,2.1115,3813.4766,8052.1040
4715924,2.1379,3828.1250,8184.0723
4715961,2.1643,3818.3594,8263.9746
4715999,2.2171,3808.5938,8443.8838
4716036,2.2962,3818.3594,8767.8750
4716073,2.1643,3891.6016,8422.4912
4716111,2.2171,3793.9453,8411.4072
4716148,2.1907,3779.2969,8279.1816
4716186,2.3754,3784.1797,8989.0244
4716223,2.4018,3793.9453,9112.3584
4716261,2.2435,3793.9453,8511.5439
4716298,2.4282,3789.0625,9200.6377
4716336,2.3226,3793.9453,8811.9512
4716372,2.3490,3754.8828,8820.3281
4716410,2.2435,3823.2422,8577.2695
4716448,2.0851,3793.9453,7910.7290
4716485,2.2435,3833.0078,8599.1787
4716523,2.1907,3808.5938,8343.3613
4716560,2.1643,3808.5938,8242.8398
4716598,2.2435,3803.7109,8533.4521
4716635,2.0587,3798.8281,7820.6450
4716673,2.2435,3793.9453,8511.5439
4716710,2.1907,3784.1797,8289.8779
4716747,2.2171,3803.7109,8433.0586
4716785,2.2698,3818.3594,8667.0947
4716822,2.1907,3813.4766,8354.0576
4716860,2.1379,3813.4766,8152.7554
4716897,2.2962,3793.9453,8711.8145
4716935,2.3226,3779.2969,8777.9277
4716972,2.2171,3774.4141,8368.1055
4717009,2.1907,3789.0625,8300.5752
4717047,2.1907,3828.1250,8386.1475
4717084,2.2171,3828.1250,8487.1855
4717122,2.2435,3813.4766,8555.3613
4717159,2.1907,3798.8281,8321.9678
4717197,2.2698,3798.8281,8622.7617
4717234,2.3490,3769.5313,8854.7373
4717272,2.4546,3769.5313,9252.7021
4717309,2.2698,3754.8828,8523.0127
4717346,2.1907,3847.6563,8428.9346
4717384,2.1643,3793.9453,8211.1357
4717421,2.2435,3793.9453,8511.5439
4717459,2.2171,3784.1797,8389.7568
4717496,2.1379,3769.5313,8058.8057
4717534,2.1907,3793.9453,8311.2715
4717571,2.0851,3818.3594,7961.6343
4717608,2.2698,3813.4766,8656.0117
4717646,2.2698,3813.4766,8656.0117
4717683,2.2962,3793.9453,8711.8145
4717721,2.2171,3784.1797,8389.7568
4717758,2.1643,3789.0625,8200.5684
4717796,2.3490,3774.4141,8866.2070
4717833,2.3490,3789.0625,8900.6172
4717871,2.2435,3798.8281,8522.4980
4717908,2.2435,3813.4766,8555.3613
4717945,2.2435,3803.7109,8533.4521
4717983,2.2962,3798.8281,8723.0273
4718020,2.3490,3784.1797,8889.1475
4718058,2.0851,3784.1797,7890.3667
4718095,2.1907,3789.0625,8300.5752
4718133,2.2962,3813.4766,8756.6631
4718170,2.2962,3813.4766,8756.6631
4718208,2.1115,3828.1250,8083.0342
4718245,2.1643,3911.1328,8464.7617
4718282,2.1907,3779.2969,8279.1816
4718320,2.2171,3793.9453,8411.4072
4718357,2.2435,3779.2969,8478.6807
4718395,2.3226,3784.1797,8789.2686
4718432,2.2435,3808.5938,8544.4063
4718470,2.1907,3828.1250,8386.1475
4718508,2.3490,3793.9453,8912.0869
4718544,2.4810,3789.0625,9400.6514
4718582,2.2962,3764.6484,8644.5420
4718619,2.3754,3779.2969,8977.4258
4718657,2.3490,3784.1797,8889.1475
4718694,2.3754,3813.4766,9058.6172
4718732,2.3226,3828.1250,8891.3379
4718769,2.1643,3818.3594,8263.9746
4718807,2.2435,3793.9453,8511.5439
4718844,2.2698,3784.1797,8589.5117
4718881,2.2435,3789.0625,8500.5889
4718919,2.0323,3808.5938,7740.2271
4718956,2.0851,3818.3594,7961.6343
4718994,2.1907,3813.4766,8354.0576
4719031,2.2171,3823.2422,8476.3604
4719069,2.0851,3818.3594,7961.6343
4719107,2.1379,3808.5938,8142.3169
4719143,2.3490,3808.5938,8946.4961
4719181,2.2698,3774.4141,8567.3457
4719218,2.3226,3764.6484,8743.9053
4719256,2.1907,3808.5938,8343.3613
4719293,2.1643,3803.7109,8232.2715
4719331,2.2171,3818.3594,8465.5352
4719368,2.1379,3857.4219,8246.7051
4719406,2.1379,3818.3594,8163.1943
4719443,2.2171,3789.0625,8400.5820
4719480,2.2698,3798.8281,8622.7617
4719518,2.1379,3803.7109,8131.8779
4719555,2.2171,3803.7109,8433.0586
4719593,2.2962,3823.2422,8779.0879
4719630,2.2171,3754.8828,8324.8037
4719668,2.2962,3793.9453,8711.8145
